Title                                                                                                                                                                   , Authors                                                                                                                                                                           , Published           , Summary                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        , Link
"SoK: Decentralized Finance (DeFi) -- Fundamentals, Taxonomy and Risks"                                                                                                 , "Krzysztof Gogol, Christian Killer, Malte Schlosser, Thomas Bocek, Burkhard Stiller, Claudio Tessone"                                                                             , 2024-04-17T11:42:53Z, "Decentralized Finance (DeFi) refers to financial services that are not necessarily related to crypto-currencies. By employing blockchain for security and integrity, DeFi creates new possibilities that attract retail and institution users, including central banks. Given its novel applications and sophisticated designs, the distinction between DeFi services and understanding the risk involved is often complex. This work systematically presents the major categories of DeFi protocols that cover over 90\% of total value locked (TVL) in DeFi. It establishes a structured methodology to differentiate between DeFi protocols based on their design and architecture. Every DeFi protocol is classified into one of three groups: liquidity pools, pegged and synthetic tokens, and aggregator protocols, followed by risk analysis. In particular, we classify stablecoins, liquid staking tokens, and bridged (wrapped) assets as pegged tokens resembling similar risks. The full risk exposure of DeFi users is derived not only from the DeFi protocol design but also from how it is used and with which tokens."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      , http://arxiv.org/abs/2404.11281v1
Machine Learning for Blockchain Data Analysis: Progress and   Opportunities                                                                                             , "Poupak Azad, Cuneyt Gurcan Akcora, Arijit Khan"                                                                                                                                  , 2024-04-28T17:18:08Z, "Blockchain technology has rapidly emerged to mainstream attention, while its publicly accessible, heterogeneous, massive-volume, and temporal data are reminiscent of the complex dynamics encountered during the last decade of big data. Unlike any prior data source, blockchain datasets encompass multiple layers of interactions across real-world entities, e.g., human users, autonomous programs, and smart contracts. Furthermore, blockchain's integration with cryptocurrencies has introduced financial aspects of unprecedented scale and complexity such as decentralized finance, stablecoins, non-fungible tokens, and central bank digital currencies. These unique characteristics present both opportunities and challenges for machine learning on blockchain data.   On one hand, we examine the state-of-the-art solutions, applications, and future directions associated with leveraging machine learning for blockchain data analysis critical for the improvement of blockchain technology such as e-crime detection and trends prediction. On the other hand, we shed light on the pivotal role of blockchain by providing vast datasets and tools that can catalyze the growth of the evolving machine learning ecosystem. This paper serves as a comprehensive resource for researchers, practitioners, and policymakers, offering a roadmap for navigating this dynamic and transformative field."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             , http://arxiv.org/abs/2404.18251v1
Token Composition: A Graph Based on EVM Logs                                                                                                                            , "Martin Harrigan, Thomas Lloyd, Daire Ó Broin"                                                                                                                                    , 2024-11-03T21:37:54Z, "Tokens have proliferated across blockchains in terms of number, market capitalisation and utility. Some tokens are tokenised versions of existing tokens -- known variously as wrapped tokens, fractional tokens, or shares. The repeated application of this process creates matryoshkian tokens of arbitrary depth. We perform an empirical analysis of token composition on the Ethereum blockchain. We introduce a graph that represents the tokenisation of tokens by other tokens, and we show that the graph contains non-trivial topological structure. We relate properties of the graph, e.g., connected components and cyclic structure, to the tokenisation process. For example, we identify the longest directed path and its corresponding sequence of tokens, and we visualise the connected components relating to a stablecoin and an NFT protocol. Our goal is to explore and visualise what has been wrought with tokens, rather than add yet another brick to the edifice."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              , http://arxiv.org/abs/2411.01693v1
Automated Market Making: the case of Pegged Assets                                                                                                                      , "Philippe Bergault, Louis Bertucci, David Bouba, Olivier Guéant, Julien Guilbert"                                                                                                 , 2024-11-12T19:47:47Z, "In this paper, we introduce a novel framework to model the exchange rate dynamics between two intrinsically linked cryptoassets, such as stablecoins pegged to the same fiat currency or a liquid staking token and its associated native token. Our approach employs multi-level nested Ornstein-Uhlenbeck (OU) processes, for which we derive key properties and develop calibration and filtering techniques. Then, we design an automated market maker (AMM) model specifically tailored for the swapping of closely related cryptoassets. Distinct from existing models, our AMM leverages the unique exchange rate dynamics provided by the multi-level nested OU processes, enabling more precise risk management and enhanced liquidity provision. We validate the model through numerical simulations using real-world data for the USDC/USDT and wstETH/WETH pairs, demonstrating that it consistently yields efficient quotes. This approach offers significant potential to improve liquidity in markets for pegged assets."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      , http://arxiv.org/abs/2411.08145v1
"The Intraday Bitcoin Response to Tether Minting and Burning Events:   Asymmetry, Investor Sentiment, And ""Whale Alerts"" On Twitter"                                  , Aman Saggu                                                                                                                                                                        , 2025-01-09T13:39:22Z, "Tether Limited has the sole authority to create (mint) and destroy (burn) Tether stablecoins (USDT). This paper investigates Bitcoin's response to USDT supply change events between 2014 and 2021 and identifies an interesting asymmetry between Bitcoin's responses to USDT minting and burning events. Bitcoin responds positively to USDT minting events over 5- to 30-minute event windows, but this response begins declining after 60 minutes. State-dependence is also demonstrated, with Bitcoin prices exhibiting a greater increase when the corresponding USDT minting event coincides with positive investor sentiment and is announced to the public by data service provider, Whale Alert, on Twitter."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       , http://arxiv.org/abs/2501.05232v1
The Quantum Reserve Token: A Decentralized Digital Currency Backed by   Quantum Computational Capacity as a Candidate for Global Reserve Status                         , Amarendra Sharma                                                                                                                                                                  , 2025-03-28T00:30:53Z, "The U.S. dollar's status as the global reserve currency faces growing challenges from a 36 trillion dollar national debt, geopolitical shifts, and the emergence of digital currencies. This paper introduces the Quantum Reserve Token (QRT), a decentralized digital currency backed by quantum computational capacity - a scarce, productive resource projected to add over 1 trillion dollars to global GDP by 2035. Unlike Bitcoin's fixed-supply volatility, stablecoins' dependence on fiat trust, or central bank digital currencies' jurisdictional limits, QRT uses quantum computing power as a novel value anchor. This study develops a monetary theory-based framework for QRT, compares it to existing digital currency models, and evaluates its feasibility across technological, economic, geopolitical, and adoption dimensions. QRT offers a stable, neutral, and scalable reserve currency alternative, potentially reshaping the global monetary system."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               , http://arxiv.org/abs/2503.22056v1
Hybrid Stabilization Protocol for Cross-Chain Digital Assets Using   Adaptor Signatures and AI-Driven Arbitrage                                                         , "Shengwei You, Andrey Kuehlkamp, Jarek Nabrzyski"                                                                                                                                 , 2025-06-06T03:14:05Z, "Stablecoins face an unresolved trilemma of balancing decentralization, stability, and regulatory compliance. We present a hybrid stabilization protocol that combines crypto-collateralized reserves, algorithmic futures contracts, and cross-chain liquidity pools to achieve robust price adherence while preserving user privacy. At its core, the protocol introduces stabilization futures contracts (SFCs), non-collateralized derivatives that programmatically incentivize third-party arbitrageurs to counteract price deviations via adaptor signature atomic swaps. Autonomous AI agents optimize delta hedging across decentralized exchanges (DEXs), while zkSNARKs prove compliance with anti-money laundering (AML) regulations without exposing identities or transaction details. Our cryptographic design reduces cross-chain liquidity concentration (Herfindahl-Hirschman Index: 2,400 vs. 4,900 in single-chain systems) and ensures atomicity under standard cryptographic assumptions. The protocol's layered architecture encompassing incentive-compatible SFCs, AI-driven market making, and zero-knowledge regulatory proofs. It provides a blueprint for next-generation decentralized financial infrastructure."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                , http://arxiv.org/abs/2506.05708v1
Modeling Wallet-Level Behavioral Shifts Post-FTX Collapse: An XAI-Driven   GLM Study on Ethereum Transactions                                                           , "Benjamin Gillen, Rashmi Ranjan Bhuyan, Gourab Mukherjee, Austin Pollok"                                                                                                          , 2025-07-11T09:55:24Z, "The Ethereum blockchain plays a central role in the broader cryptocurrency ecosystem, enabling a wide range of financial activity through the use of smart contracts. This paper investigates how individual Ethereum wallets responded to the collapse of FTX, one of the largest centralized cryptocurrency exchanges. Moving beyond price-based event studies, we adopt a bottom-up approach using granular wallet-level data. We construct a representative sample of Ethereum addresses and analyze their transaction behavior before and after the collapse using an explainable artificial intelligence (XAI) framework. Our proposed framework addresses data scarcity in high-resolution wallet-level daily transactions by employing a calibrated zero-inflated generalized linear fixed effects model. Our analysis quantifies distinct shifts in transaction intensity and stablecoin usage, highlighting a flight to safety within the ecosystem. These findings underscore the value of a bottom-up methodology for quantifying the user-level impact of blockchain-based shocks, offering insights beyond traditional price-level analysis through wallet-level data."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         , http://arxiv.org/abs/2507.08455v1
Regulation conform DLT-operable payment adapter based on trustless -   justified trust combined generalized state channels                                              , "Ricky Lamberty, Alexander Poddey"                                                                                                                                                , 2020-07-03T10:45:55Z, "Open technologies, decentralized computation and intelligent applications enable the third-generation web, Web 3.0, thereby digitizing whole industries. The emerging Economy of Things (EoT) will be based on software agents running on peer-to-peer trustless networks that require a programmable, regulation conform means of payment. We give an overview of current solutions that differ in their fundamental values and technological possibilities, like e.g. private-issued stablecoins, DLT-issued electronic money and genuine cryptocurrencies. Based on this analysis, we present the concept of justified trust and propose to combine the strengths of the crypto based, decentralized trustless elements with established and well regulated means of payment, based on this concept, via a secure external re-balancing interface.   Combining the advantages, e.g. lightweight, trustless, efficient high frequency micro state transfers on the one hand, and ease of use, widely spread, accepted alignment to a multitude of regulative requirements, on the other hand, while neither leading into a lock-in in any of the proposed solutions, nor undermining the basic principles of the crypto-movement or unnecessarily reinforcing the banking system provides a synergy and the necessary flexibility for further evolution alongside the regulative framework. This offers a regulation conform transitional solution that can be implemented in the short term, which enables companies to place their decentralized business operations in a regulated environment.   The contribution of our work is twofold: First, we illustrate and discuss different DLT-operable means of payment. Second, our research proposes a novel hybrid payment solution by interfacing trustless with justified trust combined generalized state channels."                                                                                                                   , http://arxiv.org/abs/2007.01605v1
Liquidations: DeFi on a Knife-edge                                                                                                                                      , "Daniel Perez, Sam M. Werner, Jiahua Xu, Benjamin Livshits"                                                                                                                       , 2020-09-28T12:00:05Z, "The trustless nature of permissionless blockchains renders overcollateralization a key safety component relied upon by decentralized finance (DeFi) protocols. Nonetheless, factors such as price volatility may undermine this mechanism. In order to protect protocols from suffering losses, undercollateralized positions can be liquidated. In this paper, we present the first in-depth empirical analysis of liquidations on protocols for loanable funds (PLFs). We examine Compound, one of the most widely used PLFs, for a period starting from its conception to September 2020. We analyze participants' behavior and risk-appetite in particular, to elucidate recent developments in the dynamics of the protocol. Furthermore, we assess how this has changed with a modification in Compound's incentive structure and show that variations of only 3% in an asset's dollar price can result in over 10m USD becoming liquidable. To further understand the implications of this, we investigate the efficiency of liquidators. We find that liquidators' efficiency has improved significantly over time, with currently over 70% of liquidable positions being immediately liquidated. Lastly, we provide a discussion on how a false sense of security fostered by a misconception of the stability of non-custodial stablecoins, increases the overall liquidation risk faced by Compound participants."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 , http://arxiv.org/abs/2009.13235v6
Leveraged Trading on Blockchain Technology                                                                                                                              , "Johannes Rude Jensen, Victor von Wachter, Omri Ross"                                                                                                                             , 2021-02-25T10:28:28Z, "We document an ongoing research process towards the implementation and integration of a digital artefact, executing the lifecycle of a leveraged trade with permissionless blockchain technology. By employing core functions of the 'Dai Stablecoin system' deployed on the Ethereum blockchain, we produce the equivalent exposure of a leveraged position while deterministically automating the monitoring and liquidation processes. We demonstrate the implementation and early integration of the artefact into a hardened exchange environment through a microservice utilizing standardized API calls. The early results presented in this paper were produced in collaboration with a team of stakeholders at a hosting organization, a multi-national online brokerage and cryptocurrency exchange. We utilize the design science research methodology (DSR) guiding the design, development, and evaluation of the artefact. Our findings indicate that, while it is feasible to implement the lifecycle of a leveraged trade on the blockchain, the integration of the artefact into a traditional exchange environment involves multiple compromises and drawback. Generalizing the tentative findings presented in this paper, we introduce three propositions on the implementation, integration, and implications of executing key business processes with permissionless blockchain technologies. By conducting computational design science research, we contribute to the information systems discourse on the applied utility of permissionless blockchain technologies in finance and beyond."                                                                                                                                                                                                                                                                                                                                                                          , http://arxiv.org/abs/2102.13488v1
Universal Payment Channels: An Interoperability Platform for Digital   Currencies                                                                                       , "Mihai Christodorescu, Erin English, Wanyun Catherine Gu, David Kreissman, Ranjit Kumaresan, Mohsen Minaei, Srinivasan Raghuraman, Cuy Sheffield, Arjuna Wijeyekoon, Mahdi Zamani", 2021-09-24T21:01:01Z, "With the innovation of distributed ledger technology (DLT), often known as blockchain technology, there has been significant growth of digital tokens in the form of cryptocurrencies, stablecoins, and central bank digital currencies. As the number of DLT networks increases, each with varying design characteristics, the likelihood that transacting parties are on the same network decreases. Thus, it is crucial to facilitate payments that are universal across networks, scalable to massive loads, and highly available. We envision a future payment network that may be built on top of DLT networks without being subject to their limitations on interoperability, scalability, and availability faced by DLT payment solutions today. Specifically, we propose a hub-and-spoke payment route, referred to here as Universal Payment Channels (UPC), that can be used to support digital token transfers of funds across different networks through payment channels. We further discuss the potential use cases of the UPC technology to support, and not complicate, an already robust digital payment ecosystem. Finally, through the paper, we share some future directions of the UPC technology."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     , http://arxiv.org/abs/2109.12194v2
SoK: Blockchain Decentralization                                                                                                                                        , "Luyao Zhang, Xinshi Ma, Yulin Liu"                                                                                                                                               , 2022-05-09T13:16:22Z, "Blockchain introduces decentralized trust in peer-to-peer networks, advancing security and democratizing systems. Yet, a unified definition for decentralization remains elusive. Our Systematization of Knowledge (SoK) seeks to bridge this gap, emphasizing quantification and methodological coherence. We've formulated a taxonomy defining blockchain decentralization across five facets: consensus, network, governance, wealth, and transaction. Despite the prevalent focus on consensus decentralization, our novel index, based on Shannon entropy, provides comprehensive insights. Moreover, we delve into alternative metrics like the Gini and Nakamoto Coefficients and the Herfindahl-Hirschman Index (HHI), supplemented by an open-source Python tool on GitHub. In terms of methodology, blockchain research has often bypassed stringent scientific methods. By employing descriptive, predictive, and causal methods, our study showcases the potential of structured research in blockchain. Descriptively, we observe a trend of converging decentralization levels over time. Examining DeFi platforms reveals exchange and lending applications as more decentralized than their payment and derivatives counterparts. Predictively, there's a notable correlation between Ether's returns and transaction decentralization in Ether-backed stablecoins. Causally, Ethereum's transition to the EIP-1559 transaction fee model has a profound impact on DeFi transaction decentralization. To conclude, our work outlines directions for blockchain research, emphasizing the delicate balance among decentralization facets, fostering long-term decentralization, and the ties between decentralization, security, privacy, and efficiency. We end by spotlighting challenges in grasping blockchain decentralization intricacies."                                                                                                                              , http://arxiv.org/abs/2205.04256v6
Contract-Backed Digital Cash                                                                                                                                            , "Søren Debois, Fritz Henglein, Morten C. Nielsen, Christian Olesen, Gert Sylvest"                                                                                                 , 2022-11-19T19:46:28Z, "We characterize digital cash as the digital equivalent of physical cash: secure, fungible, decentralized, directly controlled, privacy-preserving; but enhanced with qualitatively new functionality. It is extremely efficiently transferable and, most importantly, transactional or, more generally, contract-backed. This facilitates fully automated, guaranteed transactional execution of atomic resource exchanges and more complex contracts, without a multitude of intermediaries and expensive or slow semi-manual processes.   A didactic objective is separating money characteristics from technology aspects such as specific blockchain and distributed ledger systems to help disentangle discussions of digital money design from implementation techniques.   We finally discuss the power and role of programmable (contract-backed) digital money in case studies: tokenization of invoice debt using smart contracts on Ethereum, with stablecoins serving as digital money; smart contracts for disbursing payments transparently and reliably in accordance with social legislation; and a Danish e-krone for crowdfunding public and private community projets.   These contributions are made in independent chapters by participants of the Working Group on Digital Cash at Copenhagen FinTech in 2018 and 2019, which have not been published before.   Collectively, the contributions illustrate the design space and potential of digital money when powered by smart digital contracts that effectively eliminate both counterparty risk (somebody does not pay or does not deliver) and settlement risk (a trade fails and needs to be aborted) orders of magnitude faster than in current financial practice."                                                                                                                                                                                                                                            , http://arxiv.org/abs/2211.14442v1
Time to Bribe: Measuring Block Construction Market                                                                                                                      , "Anton Wahrstätter, Liyi Zhou, Kaihua Qin, Davor Svetinovic, Arthur Gervais"                                                                                                      , 2023-05-25T20:54:03Z, "With the emergence of Miner Extractable Value (MEV), block construction markets on blockchains have evolved into a competitive arena. Following Ethereum's transition from Proof of Work (PoW) to Proof of Stake (PoS), the Proposer Builder Separation (PBS) mechanism has emerged as the dominant force in the Ethereum block construction market.   This paper presents an in-depth longitudinal study of the Ethereum block construction market, spanning from the introduction of PoS and PBS in September 2022 to May 2023. We analyze the market shares of builders and relays, their temporal changes, and the financial dynamics within the PBS system, including payments among builders and block proposers -- commonly referred to as bribes. We introduce an MEV-time law quantifying the expected MEV revenue wrt. the time elapsed since the last proposed block. We provide empirical evidence that moments of crisis (e.g. the FTX collapse, USDC stablecoin de-peg) coincide with significant spikes in MEV payments compared to the baseline.   Despite the intention of the PBS architecture to enhance decentralization by separating actor roles, it remains unclear whether its design is optimal. Implicit trust assumptions and conflicts of interest may benefit particular parties and foster the need for vertical integration. MEV-Boost was explicitly designed to foster decentralization, causing the side effect of enabling risk-free sandwich extraction from unsuspecting users, potentially raising concerns for regulators."                                                                                                                                                                                                                                                                                                                                                                                                                            , http://arxiv.org/abs/2305.16468v2
Leveraging Machine Learning for Multichain DeFi Fraud Detection                                                                                                         , "Georgios Palaiokrassas, Sandro Scherrers, Iason Ofeidis, Leandros Tassiulas"                                                                                                     , 2023-05-17T15:48:21Z, "Since the inception of permissionless blockchains with Bitcoin in 2008, it became apparent that their most well-suited use case is related to making the financial system and its advantages available to everyone seamlessly without depending on any trusted intermediaries. Smart contracts across chains provide an ecosystem of decentralized finance (DeFi), where users can interact with lending pools, Automated Market Maker (AMM) exchanges, stablecoins, derivatives, etc. with a cumulative locked value which had exceeded 160B USD. While DeFi comes with high rewards, it also carries plenty of risks. Many financial crimes have occurred over the years making the early detection of malicious activity an issue of high priority. The proposed framework introduces an effective method for extracting a set of features from different chains, including the largest one, Ethereum and it is evaluated over an extensive dataset we gathered with the transactions of the most widely used DeFi protocols (23 in total, including Aave, Compound, Curve, Lido, and Yearn) based on a novel dataset in collaboration with Covalent. Different Machine Learning methods were employed, such as XGBoost and a Neural Network for identifying fraud accounts detection interacting with DeFi and we demonstrate that the introduction of novel DeFi-related features, significantly improves the evaluation results, where Accuracy, Precision, Recall, F1-score and F2-score where utilized."                                                                                                                                                                                                                                                                                                                                                                                                                                                                              , http://arxiv.org/abs/2306.07972v1
IT Strategic alignment in the decentralized finance (DeFi): CBDC and   digital currencies                                                                               , "Carlos Alberto Durigan Junior, Fernando Jose Barbin Laurindo"                                                                                                                    , 2024-05-17T10:19:20Z, "Cryptocurrency can be understood as a digital asset transacted among participants in the crypto economy. Every cryptocurrency must have an associated Blockchain. Blockchain is a Distributed Ledger Technology (DLT) which supports cryptocurrencies, this may be considered as the most promising disruptive technology in the industry 4.0 context. Decentralized finance (DeFi) is a Blockchain-based financial infrastructure, the term generally refers to an open, permissionless, and highly interoperable protocol stack built on public smart contract platforms, such as the Ethereum Blockchain. It replicates existing financial services in a more open and transparent way. DeFi does not rely on intermediaries and centralized institutions. Instead, it is based on open protocols and decentralized applications (Dapps). Considering that there are many digital coins, stablecoins and central bank digital currencies (CBDCs), these currencies should interact among each other sometime. For this interaction the Information Technology elements play an important whole as enablers and IT strategic alignment. This paper considers the strategic alignment model proposed by Henderson and Venkatraman (1993) and Luftman (1996). This paper seeks to answer two main questions 1) What are the common IT elements in the DeFi? And 2) How the elements connect to the IT strategic alignment in DeFi? Through a Systematic Literature Review (SLR). Results point out that there are many IT elements already mentioned by literature, however there is a lack in the literature about the connection between IT elements and IT strategic alignment in a Decentralized Finance (DeFi) architectural network. After final considerations, limitations and future research agenda are presented. Keywords: IT Strategic alignment, Decentralized Finance (DeFi), Cryptocurrency, Digital Economy."                                                                , http://arxiv.org/abs/2405.10678v1
Backtesting Framework for Concentrated Liquidity Market Makers on   Uniswap V3 Decentralized Exchange                                                                   , "Andrey Urusov, Rostislav Berezovskiy, Yury Yanovich"                                                                                                                             , 2024-10-13T19:56:11Z, "Decentralized finance (DeFi) has revolutionized the financial landscape, with protocols like Uniswap offering innovative automated market-making mechanisms. This article explores the development of a backtesting framework specifically tailored for concentrated liquidity market makers (CLMM). The focus is on leveraging the liquidity distribution approximated using a parametric model, to estimate the rewards within liquidity pools.   The article details the design, implementation, and insights derived from this novel approach to backtesting within the context of Uniswap V3. The developed backtester was successfully utilized to assess reward levels across several pools using historical data from 2023 (pools Uniswap v3 for pairs of altcoins, stablecoins and USDC/ETH with different fee levels). Moreover, the error in modeling the level of rewards for the period under review for each pool was less than 1\%. This demonstrated the effectiveness of the backtester in quantifying liquidity pool rewards and its potential in estimating LP's revenues as part of the pool rewards, as focus of our next research.   The backtester serves as a tool to simulate trading strategies and liquidity provision scenarios, providing a quantitative assessment of potential returns for liquidity providers (LP). By incorporating statistical tools to mirror CLMM pool liquidity dynamics, this framework can be further leveraged for strategy enhancement and risk evaluation for LPs operating within decentralized exchanges."                                                                                                                                                                                                                                                                                                                                                                                                                        , http://arxiv.org/abs/2410.09983v1
Time-Varying Bidirectional Causal Relationships Between Transaction Fees   and Economic Activity of Subsystems Utilizing the Ethereum Blockchain Network                , "Lennart Ante, Aman Saggu"                                                                                                                                                        , 2025-01-09T15:03:05Z, "The Ethereum blockchain network enables transaction processing and smart-contract execution through levies of transaction fees, commonly known as gas fees. This framework mediates economic participation via a market-based mechanism for gas fees, permitting users to offer higher gas fees to expedite pro-cessing. Historically, the ensuing gas fee volatility led to critical disequilibria between supply and demand for block space, presenting stakeholder challenges. This study examines the dynamic causal interplay between transaction fees and economic subsystems leveraging the network. By utilizing data related to unique active wallets and transaction volume of each subsystem and applying time-varying Granger causality analysis, we reveal temporal heterogeneity in causal relationships between economic activity and transaction fees across all subsystems. This includes (a) a bidirectional causal feedback loop between cross-blockchain bridge user activity and transaction fees, which diminishes over time, potentially signaling user migration; (b) a bidirectional relationship between centralized cryptocurrency exchange deposit and withdrawal transaction volume and fees, indicative of increased competition for block space; (c) decentralized exchange volumes causally influence fees, while fees causally influence user activity, although this relationship is weakening, potentially due to the diminished significance of decentralized finance; (d) intermittent causal relationships with maximal extractable value bots; (e) fees causally in-fluence non-fungible token transaction volumes; and (f) a highly significant and growing causal influence of transaction fees on stablecoin activity and transaction volumes highlight its prominence."                                                                                                                                                                            , http://arxiv.org/abs/2501.05299v1
AI Agent Architecture for Decentralized Trading of Alternative Assets                                                                                                   , "Ailiya Borjigin, Cong He, Charles CC Lee, Wei Zhou"                                                                                                                              , 2025-07-15T09:11:19Z, "Decentralized trading of real-world alternative assets (e.g., gold) requires bridging physical asset custody with blockchain systems while meeting strict requirements for compliance, liquidity, and risk management. We present GoldMine OS, a research oriented architecture that employs multiple specialized AI agents to automate and secure the tokenization and exchange of physical gold into a blockchain based stablecoin (""OZ""). Our approach combines on chain smart contracts for critical risk controls with off chain AI agents for decision making, blending the transparency and reliability of blockchains with the flexibility of AI driven automation. We describe four cooperative agents (Compliance, Token Issuance, Market Making, and Risk Control) and a coordinating core, and evaluate the system through simulation and a controlled pilot deployment. In experiments the prototype delivers on demand token issuance in under 1.2 s, more than 100 times faster than manual workflows. The Market Making agent maintains tight liquidity with spreads often below 0.5 percent even under volatile conditions. Fault injection tests show resilience: an oracle price spoofing attack is detected and mitigated within 10 s, and a simulated vault mis reporting halts issuance immediately with minimal user impact. The architecture scales to 5000 transactions per second with 10000 concurrent users in benchmarks. These results indicate that an AI agent based decentralized exchange for alternative assets can satisfy rigorous performance and safety requirements. We discuss broader implications for democratizing access to traditionally illiquid assets and explain how our governance model -- multi signature agent updates and on chain community voting on risk parameters -- provides ongoing transparency, adaptability, and formal assurance of system integrity."                                                                    , http://arxiv.org/abs/2507.11117v1
