Title,Authors,Published,Summary,Link
A Lower Bound on the Dimension of the $\mathbb{R}$-Disguised Toric Locus   of a Reaction Network,"Gheorghe Craciun, Abhishek Deshpande, Jiaxin Jin",2023-04-29T16:48:17Z,"Polynomial dynamical systems (i.e. dynamical systems with polynomial right hand side) are ubiquitous in applications, especially as models of reaction networks and interaction networks. The properties of general polynomial dynamical systems can be very difficult to analyze, due to nonlinearity, bifurcations, and the possibility for chaotic dynamics. On the other hand, toric dynamical systems are polynomial dynamical systems that appear naturally as models of reaction networks, and have very robust and stable properties. A disguised toric dynamical system is a polynomial dynamical system generated by a reaction network $\mathcal N$ and some choice of positive parameters, such that (even though it may not be toric with respect to $\mathcal N$) it has a toric realization with respect to some network $\mathcal N'$. Disguised toric dynamical systems enjoy all the robust stability properties of toric dynamical systems. In this paper, we study a larger set of dynamical systems where the rate constants are allowed to take both positive and negative values. More precisely, we analyze the $\mathbb{R}$-disguised toric locus of a reaction network $\mathcal N$, i.e., the subset in the space rate constants (positive or negative) of $\mathcal N$ for which the corresponding polynomial dynamical system is disguised toric. We focus especially on finding a lower bound on the dimension of the $\mathbb{R}$-disguised toric locus.",http://arxiv.org/abs/2305.00299v2
Spatiotemporal Dynamics of Mesoscopic Chaotic Systems,"Raymond Kapral, Xiao-Guang Wu",1996-02-06T23:12:59Z,An investigation of the mesoscopic dynamics of chemical systems whose mass action equation gives rise to a deterministic chaotic attractor is carried out. A reactive lattice-gas model for the three-variable autocatalator is used to provide a mesoscopic description of the dynamics. The global and local dynamics is studied as a function of system size and diffusion coefficient. When the diffusion length is comparable to the system size phase coherence is maintained but the amplitudes of the oscillations are uncorrelated due to interaction between fluctuations and the instability of the chaotic dynamics. If the diffusion length is small compared to the system size then phase turbulence serves to destroy the noisy global attractor.,http://arxiv.org/abs/chao-dyn/9602008v1
Time-reversible Dynamical Systems for Turbulence,"L. Biferale, D. Pierotti, A. Vulpiani",1997-10-29T15:22:41Z,"Dynamical Ensemble Equivalence between hydrodynamic dissipative equations and suitable time-reversible dynamical systems has been investigated in a class of dynamical systems for turbulence. The reversible dynamics is obtained from the original dissipative equations by imposing a global constraint. We find that, by increasing the input energy, the system changes from an equilibrium state to a non-equilibrium stationary state in which an energy cascade, with the same statistical properties of the original system, is clearly detected.",http://arxiv.org/abs/chao-dyn/9710024v1
Neural Integration of Continuous Dynamics,"Margaret Trautner, Sai Ravela",2019-11-23T03:52:42Z,"Neural dynamical systems are dynamical systems that are described at least in part by neural networks. The class of continuous-time neural dynamical systems must, however, be numerically integrated for simulation and learning. Here, we present a compact neural circuit for two common numerical integrators: the explicit fixed-step Runge-Kutta method of any order and the semi-implicit/predictor-corrector Adams-Bashforth-Moulton method. Modeled as constant-sized recurrent networks embedding a continuous neural differential equation, they achieve fully neural temporal output. Using the polynomial class of dynamical systems, we demonstrate the equivalence of neural and numerical integration.",http://arxiv.org/abs/1911.10309v1
A dynamical classification for crossed products of fiberwise essentially   minimal zero-dimensional dynamical systems,Paul Herstedt,2021-11-11T18:49:24Z,"We prove that crossed products of fiberwise essentially minimal zero-dimensional dynamical systems have isomorphic $ K $-theory if and only if the dynamical systems are strong orbit equivalent. Under the additional assumption that the dynamical systems have no periodic points, this gives a classification theorem including isomorphism of the $ C^* $-algebras as well. We additionally explore the $ K $-theory of such crossed products and the Bratteli diagrams associated to the dynamical systems.",http://arxiv.org/abs/2111.06380v1
Koopman Representations of Dynamic Systems with Control,"Craig Bakker, Steven Rosenthal, Kathleen E. Nowak",2019-08-06T16:16:21Z,"The design and analysis of optimal control policies for dynamical systems can be complicated by nonlinear dependence in the state variables. Koopman operators have been used to simplify the analysis of dynamical systems by mapping the flow of the system onto a space of observables where the dynamics are linear (and possibly infinte). This paper focuses on the development of consistent Koopman representations for controlled dynamical system. We introduce the concept of dynamical consistency for Koopman representations and analyze several existing and proposed representations deriving necessary constraints on the dynamical system, observables, and Koopman operators. Our main result is a hybrid formulation which independently and jointly observes the state and control inputs. This formulation admits a relatively large space of dynamical systems compared to earlier formulations while keeping the Koopman operator independent of the state and control inputs. More generally, this work provides an analysis framework to evaluate and rank proposed simplifications to the general Koopman representation for controlled dynamical systems.",http://arxiv.org/abs/1908.02233v1
Belavkin-Kolkoltsov watch-dog effects in interactively controlled   stochastic computer-graphic dynamic systems. A mathematical study,Denis Juriev,1995-04-11T11:51:47Z,Stochastic properties of the long-time behaviour of a continuously observed (and interactively controlled) quantum-field top are investigated mathematically. Applications to interactively controlled stochastic computer-graphic dynamic systems are discussed.,http://arxiv.org/abs/chao-dyn/9504008v1
New methods in nonequilibrium gases and fluids,Giovannni Gallavotti,1996-10-30T01:26:38Z,Kinematical and dynamical properties of chaotic systems are reviewed and a few applications are described.,http://arxiv.org/abs/chao-dyn/9610018v1
Non-autonomous dynamics of holomorphic mappings in projective space,Han Peters,2004-01-16T12:09:29Z,"We study the dynamics of compositions of a sequence of holomorphic mappings in projective space. We define ergodicity and mixing for non-autonomous dynamical systems, and we construct totally invariant measures for which our sequence satisfies these properties.",http://arxiv.org/abs/math/0401200v1
On existence and uniqueness of the carrying simplex for competitive   dynamical systems,Morris W. Hirsch,2008-01-14T22:14:45Z,"Certain dynamical models of competition have a unique invariant hypersurface to whichevery nonzero tractory is asymptotic, having simple geometry and topology.",http://arxiv.org/abs/0801.2171v1
Lagrangian Dynamics on Clifford Kaehler Manifolds,Mehmet Tekkoyun,2009-02-24T06:48:03Z,"In this study, Clifford Kaehler analogue of Lagrangian dynamics is introduced. Also,the some geometrical and physical results over the obtained Clifford Kaehler dynamical systems are discussed.",http://arxiv.org/abs/0902.4075v1
Invariant foliations for stochastic partial differential equations with   dynamic boundary conditions,Zhongkai Guo,2013-11-19T11:41:00Z,Invariant foliations are complicated random sets useful for describing and understanding the qualitative behaviors of nonlinear dynamical systems. We will consider invariant foliations for stochastic partial differential equation with dynamical boundary condition.,http://arxiv.org/abs/1311.4705v1
On the work of Rodriguez Hertz on rigidity in dynamics,Ralf Spatzier,2016-06-02T03:11:28Z,"This paper is a survey about recent progress in measure rigidity and global rigidity of Anosov actions, and celebrates the profound contributions by Federico Rodriguez Hertz to rigidity in dynamical systems.",http://arxiv.org/abs/1606.00527v1
Lectures on Structural Stability in Dynamics,Pierre Berger,2017-03-01T00:18:04Z,"These lectures present results and problems on the characterization of structurally stable dynamics. We will shed light those which do not seem to depend on the regularity class (holomorphic or differentiable). Furthermore, we will present some links between the problems of structural stability in dynamical systems and in singularity theory.",http://arxiv.org/abs/1703.00092v1
Classification of Finite Dynamical Systems,"Luis Garcia, Abdul Salam Jarrah, Reinhard Laubenbacher",2001-12-20T06:01:13Z,"This paper is motivated by the theory of sequential dynamical systems, developed as a basis for a mathematical theory of computer simulation. It contains a classification of finite dynamical systems on binary strings, which are obtained by composing functions defined on the coordinates. The classification is in terms of the dependency relations among the coordinate functions. It suggests a natural notion of the linearization of a system. Furthermore, it contains a sharp upper bound on the number of systems in terms of the dependencies among the coordinate functions. This upper bound generalizes an upper bound for sequential dynamical systems.",http://arxiv.org/abs/math/0112216v1
"Skew product dynamical systems, Ellis groups and topological centre","A. Jabbari, H. R. E. Vishki",2009-02-13T17:00:16Z,"In this paper, a general construction of a skew product dynamical system, for which the skew product dynamical system studied by Hahn is a special case, is given. Then the ergodic and topological properties (of a special type) of our newly defined systems (called Milnes type systems) are investigated. It is shown that the Milnes type systems are actually natural extensions of dynamical systems corresponding to some special distal functions. Finally, the topological centre of the Ellis group of any skew product dynamical system is calculated.",http://arxiv.org/abs/0902.2344v1
Automatically Discovering Relaxed Lyapunov Functions for Polynomial   Dynamical Systems,"Jiang Liu, Naijun Zhan, Hengjun Zhao",2011-03-17T10:36:24Z,"The notion of Lyapunov function plays a key role in design and verification of dynamical systems, as well as hybrid and cyber-physical systems. In this paper, to analyze the asymptotic stability of a dynamical system, we generalize standard Lyapunov functions to relaxed Lyapunov functions (RLFs), by considering higher order Lie derivatives of certain functions along the system's vector field. Furthermore, we present a complete method to automatically discovering polynomial RLFs for polynomial dynamical systems (PDSs). Our method is complete in the sense that it is able to discover all polynomial RLFs by enumerating all polynomial templates for any PDS.",http://arxiv.org/abs/1103.3372v1
The Dynamics of Influence Systems,Bernard Chazelle,2012-04-17T23:55:45Z,"Influence systems form a large class of multiagent systems designed to model how influence, broadly defined, spreads across a dynamic network. We build a general analytical framework which we then use to prove that, while sometimes chaotic, influence dynamics of the diffusive kind is almost always asymptotically periodic. Besides resolving the dynamics of a popular family of multiagent systems, the other contribution of this work is to introduce a new type of renormalization-based bifurcation analysis for multiagent systems.",http://arxiv.org/abs/1204.3946v2
Poincaré-Bendixson Theorem for Hybrid Systems,"William Clark, Anthony Bloch, Leonardo Colombo",2018-01-27T00:48:09Z,"The Poincar\'e-Bendixson theorem plays an important role in the study of the qualitative behavior of dynamical systems on the plane; it describes the structure of limit sets in such systems. We prove a version of the Poincar\'e-Bendixson Theorem for two dimensional hybrid dynamical systems and describe a method for computing the derivative of the Poincar\'e return map, a useful object for the stability analysis of hybrid systems. We also prove a Poincar\'e-Bendixson Theorem for a class of one dimensional hybrid dynamical systems.",http://arxiv.org/abs/1801.09014v1
Estimation of Power System Inertia Using Nonlinear Koopman Modes,"Yoshihiko Susuki, Ryo Hamasaki, Atsushi Ishigame",2018-05-04T23:59:01Z,"We report a new approach to estimating power system inertia directly from time-series data on power system dynamics. The approach is based on the so-called Koopman Mode Decomposition (KMD) of such dynamic data, which is a nonlinear generalization of linear modal decomposition through spectral analysis of the Koopman operator for nonlinear dynamical systems. The KMD-based approach is thus applicable to dynamic data that evolve in nonlinear regime of power system characteristics. Its effectiveness is numerically evaluated with transient stability simulations of the IEEE New England test system.",http://arxiv.org/abs/1805.01967v1
On the Dynamics of Control,"Rachit Mehra, M Parimi, S. R. Wagh, Navdeep M Singh",2025-07-05T22:34:45Z,"We present a dynamical system approach for the control of a nonlinear dynamical system by defining the control problem in a Fiber bundle framework. The constructive procedure derived results in the generation of a NHIM/NAIM which facilitates the use of tools and ideas from dynamical system theory to analyze and understand the properties associated with the controlled system. The time scale separation, decoupling of system dynamics, and their role in the system behavior are analyzed. An overview of the benefits of the above approach is demonstrated by briefly discussing three main application areas.",http://arxiv.org/abs/2507.04181v1
On the nonlinearity of quantum dynamical entropy,"George Androulakis, Duncan Wright",2018-10-12T22:03:14Z,"Linearity of a dynamical entropy means that the dynamical entropy of the n-fold composition of a dynamical map with itself is equal to n times the dynamical entropy of the map for every positive integer n. We show that the quantum dynamical entropy introduced by Slomczynski and Zyczkowski is nonlinear in the time interval between successive measurements of a quantum dynamical system. This is in contrast to Kolmogorov-Sinai dynamical entropy for classical dynamical systems, which is linear in time. We also compute the exact values of quantum dynamical entropy for the Hadamard walk with varying Luders-von Neumann instruments and partitions.",http://arxiv.org/abs/1810.05746v2
Robustesse de la stabilité globale asymptotique des équilibres pour   les systèmes dynamiques dissipatifs perturbés,"Mohammed Amine Hamra, Mohammed Hamra",2017-10-11T09:48:58Z,"In this paper, we'll show the robustness of global stability for perturbed dissipative dynamical systems.",http://arxiv.org/abs/1710.03980v1
Inducing countable Lebesgue spectrum,"Fatna Abdedou, Bassam Fayad, Jean-Paul Thouvenot",2024-08-31T09:11:12Z,We show that every ergodic dynamical system induces a system with pure Lebesgue spectrum of infinite multiplicity.,http://arxiv.org/abs/2409.00396v1
Improving Transient Performance of Adaptive Control Architectures using   Frequency-Limited System Error Dynamics,"Tansel Yucelen, Gerardo De La Torre, Eric N. Johnson",2013-09-25T23:35:36Z,"We develop an adaptive control architecture to achieve stabilization and command following of uncertain dynamical systems with improved transient performance. Our framework consists of a new reference system and an adaptive controller. The proposed reference system captures a desired closed-loop dynamical system behavior modified by a mismatch term representing the high-frequency content between the uncertain dynamical system and this reference system, i.e., the system error. In particular, this mismatch term allows to limit the frequency content of the system error dynamics, which is used to drive the adaptive controller. It is shown that this key feature of our framework yields fast adaptation with- out incurring high-frequency oscillations in the transient performance. We further show the effects of design parameters on the system performance, analyze closeness of the uncertain dynamical system to the unmodified (ideal) reference system, discuss robustness of the proposed approach with respect to time-varying uncertainties and disturbances, and make connections to gradient minimization and classical control theory.",http://arxiv.org/abs/1309.6693v1
Reachability of Nonlinear Systems with Unknown Dynamics,"Taha Shafa, Melkior Ornik",2021-08-25T04:50:31Z,"Determining the reachable set for a given nonlinear control system is crucial for system control and planning. However, computing such a set is impossible if the system's dynamics are not fully known. This paper is motivated by a scenario where a system suffers an adverse event mid-operation, resulting in a substantial change to the system's dynamics, rendering them largely unknown. Our objective is to conservatively approximate the system's reachable set solely from its local dynamics at a single point and the bounds on the rate of change of its dynamics. We translate this knowledge about the system dynamics into an ordinary differential inclusion. We then derive a conservative approximation of the velocities available to the system at every system state. An inclusion using this approximation can be interpreted as a control system; the trajectories of the derived control system are guaranteed to be trajectories of the unknown system. To illustrate the practical implementation and consequences of our work, we apply our algorithm to a simplified model of an unmanned aerial vehicle.",http://arxiv.org/abs/2108.11045v1
An Algebra of Resource Sharing Machines,Sophie Libkind,2020-07-28T19:20:36Z,"Dynamical systems are a broad class of mathematical tools used to describe the evolution of physical and computational processes. Traditionally these processes model changing entities in a static world. Picture a ball rolling on an empty table. In contrast, open dynamical systems model changing entities in a changing world. Picture a ball in an ongoing game of billiards. In the literature, there is ambiguity about the interpretation of the ""open"" in open dynamical systems. In other words, there is ambiguity in the mechanism by which open dynamical systems interact. To some, open dynamical systems are input-output machines which interact by feeding the input of one system with the output of another. To others, open dynamical systems are input-output agnostic and interact through a shared pool of resources. In this paper, we define an algebra of open dynamical systems which unifies these two perspectives. We consider in detail two concrete instances of dynamical systems -- continuous flows on manifolds and non-deterministic automata.",http://arxiv.org/abs/2007.14442v1
Normal form transforms separate slow and fast modes in stochastic   dynamical systems,A. J. Roberts,2007-01-22T21:00:33Z,"Modelling stochastic systems has many important applications. Normal form coordinate transforms are a powerful way to untangle interesting long term macroscale dynamics from detailed microscale dynamics. We explore such coordinate transforms of stochastic differential systems when the dynamics has both slow modes and quickly decaying modes. The thrust is to derive normal forms useful for macroscopic modelling of complex stochastic microscopic systems. Thus we not only must reduce the dimensionality of the dynamics, but also endeavour to separate all slow processes from all fast time processes, both deterministic and stochastic. Quadratic stochastic effects in the fast modes contribute to the drift of the important slow modes. The results will help us accurately model, interpret and simulate multiscale stochastic systems.",http://arxiv.org/abs/math/0701623v1
Temporal-Difference Networks for Dynamical Systems with Continuous   Observations and Actions,Christopher M. Vigorito,2012-05-09T18:38:39Z,Temporal-difference (TD) networks are a class of predictive state representations that use well-established TD methods to learn models of partially observable dynamical systems. Previous research with TD networks has dealt only with dynamical systems with finite sets of observations and actions. We present an algorithm for learning TD network representations of dynamical systems with continuous observations and actions. Our results show that the algorithm is capable of learning accurate and robust models of several noisy continuous dynamical systems. The algorithm presented here is the first fully incremental method for learning a predictive representation of a continuous dynamical system.,http://arxiv.org/abs/1205.2608v1
Sufficient Criteria for Existence of Pullback Attractors for Stochastic   Lattice Dynamical Systems with Deterministic Non-autonomous Terms,"Anhui Gu, Yangrong Li",2014-04-02T08:52:10Z,"We consider the pullback attractors for non-autonomous dynamical systems generated by stochastic lattice differential equations with non-autonomous deterministic terms. We first establish a sufficient condition for existence of pullback attractors of lattice dynamical systems with both non-autonomous deterministic and random forcing terms. As an application of the abstract theory, we prove the existence of a unique pullback attractor for the first-order lattice dynamical systems with both deterministic non-autonomous forcing terms and multiplicative white noise. Our results recover many existing ones on the existences of pullback attractors for lattice dynamical systems with autonomous terms or white noises.",http://arxiv.org/abs/1404.0488v1
Generations of solvable discrete-time dynamical systems,"Oksana Bihun, Francesco Calogero",2016-06-23T12:03:31Z,"A technique is introduced which allows to generate -- starting from any solvable discrete-time dynamical system involving N time-dependent variables -- new, generally nonlinear, generations of discrete-time dynamical systems, also involving N time-dependent variables and being as well solvable by algebraic operations (essentially by finding the N zeros of explicitly known polynomials of degree N). The dynamical systems constructed using this technique may also feature large numbers of arbitrary constants, and they need not be autonomous. The solvable character of these models allows to identify special cases with remarkable time evolutions: for instance, isochronous or asymptotically isochronous discrete-time dynamical systems. The technique is illustrated by a few examples.",http://arxiv.org/abs/1606.07278v1
Dynamics Of Finitely Generated Non-Autonomous Systems,"Manish Raghav, Puneet Sharma",2018-10-02T10:51:16Z,"In this paper, we discuss dynamical behavior of a non-autonomous system generated by a finite family $\mathbb{F}$. In the process, we relate the dynamical behavior of the non-autonomous system generated by the family $\mathbb{F}=\{f_1,f_2,\ldots,f_k\}$ with the dynamical behavior of the system $(X,f_k\circ f_{k-1}\circ\ldots\circ f_1)$. We discuss properties like minimality, equicontinuity, proximality and various forms of sensitivities for the two systems. We derive conditions under which the dynamical behavior of $(X,f_k\circ f_{k-1}\circ\ldots\circ f_1)$ is carried forward to $(X,\mathbb{F})$ (and vice-versa). We also give examples to illustrate the necessity of the conditions imposed.",http://arxiv.org/abs/1810.01167v1
Topological transitivity in quasi-continuous dynamical systems,"Jiling Cao, Aisling McCluskey",2020-07-25T23:55:28Z,"A quasi-continuous dynamical system is a pair $(X,f)$ consisting of a topological space $X$ and a mapping $f: X\to X$ such that $f^n$ is quasi-continuous for all $n \in \mathbb N$, where $\mathbb N$ is the set of non-negative integers. In this paper, we show that under appropriate assumptions, various definitions of the concept of topological transitivity are equivalent in a quasi-continuous dynamical system. Our main results establish the equivalence of topological and point transitivity in a quasi-continuous dynamical system. These extend some classical results on continuous dynamical systems in [3], [10] and [25], and some results on quasi-continuous dynamical systems in [7] and [8].",http://arxiv.org/abs/2007.13032v1
The Bootstrap for Dynamical Systems,"Kasun Fernando, Nan Zou",2021-08-19T03:06:36Z,"Despite their deterministic nature, dynamical systems often exhibit seemingly random behaviour. Consequently, a dynamical system is usually represented by a probabilistic model of which the unknown parameters must be estimated using statistical methods. When measuring the uncertainty of such parameter estimation, the bootstrap stands out as a simple but powerful technique. In this paper, we develop the bootstrap for dynamical systems and establish not only its consistency but also its second-order efficiency via a novel \textit{continuous} Edgeworth expansion for dynamical systems. This is the first time such continuous Edgeworth expansions have been studied. Moreover, we verify the theoretical results about the bootstrap using computer simulations.",http://arxiv.org/abs/2108.08461v1
"Ergodicity properties of $p$ -adic $(2,1)$-rational dynamical systems   with unique fixed point",Iskandar A. Sattarov,2018-03-06T08:30:50Z,"We consider a family of $(2,1)$-rational functions given on the set of $p$-adic field $Q_p$. Each such function has a unique fixed point. We study ergodicity properties of the dynamical systems generated by $(2,1)$-rational functions. For each such function we describe all possible invariant spheres. We characterize ergodicity of each $p$-adic dynamical system with respect to Haar measure reduced on each invariant sphere. In particular, we found an invariant spheres on which the dynamical system is ergodic and on all other invariant spheres the dynamical systems are not ergodic.",http://arxiv.org/abs/1803.02059v1
A spectral approach to quenched linear and higher-order response for   partially hyperbolic dynamics,"Harry Crimmins, Yushi Nakano",2021-05-24T10:28:57Z,"For smooth random dynamical systems we consider the quenched linear and higher-order response of equivariant physical measures to perturbations of the random dynamics. We show that the spectral perturbation theory of Gou\""ezel, Keller, and Liverani, which has been applied to deterministic systems with great success, may be adapted to study random systems that possess good mixing properties. As a consequence, we obtain general linear and higher-order response results for random dynamical systems that we then apply to random Anosov diffeomorphisms and random U(1) extensions of expanding maps. We emphasise that our results apply to random dynamical systems over a general ergodic base map, and are obtained without resorting to infinite dimensional multiplicative ergodic theory.",http://arxiv.org/abs/2105.11188v1
A Cuntz--Krieger Uniqueness theorem for C*-algebras of relative   generalized Boolean dynamical systems,"Toke Meier Carlsen, Eun Ji Kang",2023-05-16T07:21:04Z,"We prove a version of the Cuntz--Krieger Uniqueness Theorem for $C^*$-algebras of arbitrary relative generalized Boolean dynamical systems. We then describe properties of a $C^*$-algebra of a relative generalized Boolean dynamical system when the underlying Boolean dynamical system satisfies Condition (K). We also define a notion of minimality of a Boolean dynamical system and give sufficient and necessary conditions for the minimality.   Using these results, we characterize the generalized Boolean dynamical systems who's $C^*$-algebra is simple.",http://arxiv.org/abs/2305.09232v1
Characterization of Translation Bounded Measure Dynamical Systems and   Positive Measure Dynamical Systems within the Spatial Processes,Franziska Sieron,2025-08-24T15:58:09Z,In this paper we consider spatial processes and measure dynamical systems over locally compact Abelian groups. We characterize when a spatial processes is equivalent to a translation bounded measure dynamical systems and we characterize when a spatial processes is equivalent to a positive measure dynamical systems. The basic idea of our approach is the identification of the elements of a spatial process with translation bounded measures respectively positive measures by applying the Gelfand theory of $C^*$-algebras.,http://arxiv.org/abs/2508.17425v1
The Dynamical Manin-Mumford Conjecture and the Dynamical Bogomolov   Conjecture for endomorphisms of (P^1)^n,"Dragos Ghioca, Khoa D. Nguyen, Hexi Ye",2017-05-13T18:45:40Z,"We prove Zhang's Dynamical Manin-Mumford Conjecture and Dynamical Bogomolov Conjecture for dominant endomorphisms of (P^1)^n. We use the equidistribution theorem for points of small height with respect to an algebraic dynamical system, combined with an analysis of the symmetries of the Julia set for a rational function.",http://arxiv.org/abs/1705.04873v1
Rigorously Characterizing Dynamics with Machine Learning,"Marcio Gameiro, Brittany Gelb, Konstantin Mischaikow",2025-05-22T21:38:43Z,"The identification of dynamics from time series data is a problem of general interest. It is well established that dynamics on the level of invariant sets, the primary objects of interest in the classical theory of dynamical systems, is not computable. We recall a coarser characterization of dynamics based on order theory and algebraic topology and prove that this characterization can be identified using approximations that can be realized by feedforward neural networks.",http://arxiv.org/abs/2505.17302v1
Data-driven Influence Based Clustering of Dynamical Systems,Subhrajit Sinha,2022-04-05T17:26:47Z,"Community detection is a challenging and relevant problem in various disciplines of science and engineering like power systems, gene-regulatory networks, social networks, financial networks, astronomy etc. Furthermore, in many of these applications the underlying system is dynamical in nature and because of the complexity of the systems involved, deriving a mathematical model which can be used for clustering and community detection, is often impossible. Moreover, while clustering dynamical systems, it is imperative that the dynamical nature of the underlying system is taken into account. In this paper, we propose a novel approach for clustering dynamical systems purely from time-series data which inherently takes into account the dynamical evolution of the underlying system. In particular, we define a \emph{distance/similarity} measure between the states of the system which is a function of the influence that the states have on each other, and use the proposed measure for clustering of the dynamical system. For data-driven computation we leverage the Koopman operator framework which takes into account the nonlinearities (if present) of the underlying system, thus making the proposed framework applicable to a wide range of application areas. We illustrate the efficacy of the proposed approach by clustering three different dynamical systems, namely, a linear system, which acts like a proof of concept, the highly non-linear IEEE 39 bus transmission network and dynamic variables obtained from atmospheric data over the Amazon rain forest.",http://arxiv.org/abs/2204.02373v1
Dynamics in two complex dimensions,John Smillie,2003-04-28T19:45:29Z,We describe results on the dynamics of polynomial diffeomorphisms of ${\bf C^2}$ and draw connections with the dynamics of polynomial maps of ${\bf C}$ and the dynamics of polynomial diffeomorphisms of ${\bf R^2}$ such as the H\'enon family.,http://arxiv.org/abs/math/0304458v1
On dynamical Teichmuller spaces,"Carlos Cabrera, Peter Makienko",2009-11-30T18:54:40Z,"Following ideas from a preprint of the second author, see [2], we investigate relations of dynamical Teichmuller spaces with dynamical objects. We also establish some connections with the theory of deformations of inverse limits and laminations in holomorphic dynamics, see [1]",http://arxiv.org/abs/0911.5715v1
Dynamics of Discontinuous Maps Via Closed Relations,Ethan Akin,2012-09-19T19:35:24Z,"For the dynamics of a discontinuous map on a compact metric space, we describe an approach using suitable closed relations and connect it with the continuous dynamics on an invariant G-delta subset and with the continuous dynamics on the compact space of sample paths.",http://arxiv.org/abs/1209.4341v1
Dynamical analysis of a generalized hepatitis B epidemic model and its   dynamically consistent discrete model,Manh Tuan Hoang,2021-12-12T17:21:06Z,The aim of this work is to study qualitative dynamical properties of a generalized hepatitis B epidemic model and its dynamically consistent discrete model.,http://arxiv.org/abs/2112.06284v1
Fixed points and dynamics of holomorphic maps,Josias Reppekus,2023-09-11T21:07:19Z,In this manuscript we systematically review known results of local dynamics of discrete local holomorphic dynamics near fixed points in one and several complex variables as well as the consequences in global dynamics.,http://arxiv.org/abs/2309.05824v1
"Slow polynomial mixing, dynamical Borel-Cantelli lemma and Hausdorff   dimension of dynamical diophantine sets",Edouard Daviaud,2025-05-27T17:35:22Z,"In this article, we establish optimality results regarding the dynamical Borel-Cantelli lemma and the the Hausdorff dimension of certain dynamical diophantine sets.",http://arxiv.org/abs/2505.21464v1
Dynamics controlled by additive noise,G. D. Lythe,1997-08-11T13:56:02Z,"Analysis is presented of a system whose dynamics are dramatically simplified by tiny amounts of additive noise.   The dynamics divide naturally into two phases. In the slower phase, trajectories are close to an invariant manifold; this allows small random disturbances to exert a controlling influence. A map is derived which provides an accurate description of the trajectories.",http://arxiv.org/abs/adap-org/9708005v1
Maps for analysis of nonlinear dynamics,B. Kaulakys,1998-09-23T08:38:28Z,"Area preserving maps provide the simplest and most accurate means to visualize and quantify the behavior of nonlinear systems. Convenience of the mapping equations of motion for investigation of transition to chaotic behavior in dynamics of classical atom in microwave field, transition to nonchaotic behavior in randomly driven systems and induced quantum dynamics of simple and multilevel systems is demonstrated.",http://arxiv.org/abs/chao-dyn/9809016v1
Targeting and control in simple dynamical systems,Girish Nathan,2002-06-06T16:56:35Z,"A simple algorithm is described to target any desired operation point for simple one-dimensional and two-dimensional dynamical systems. What makes the algorithm unique is the fact that it targets any desired point, not merely a stable/unstable fixed point of the dynamics. It is shown how the method may be applied to the logistic map and the H\'enon map. Generalisations to the case of n-dimensional dynamical systems are discussed.",http://arxiv.org/abs/nlin/0206005v1
Stability and Synchronism of certain coupled Dynamical Systems,"Jose A. Barrionuevo, Jacques A. L. Silva",2005-09-27T16:26:05Z,We obtain sufficient conditions for the stability of the synchronized solutions for a class of coupled dynamical systems. This is accomplished by finding an analytical expression for the transverse Liapunov exponent through spectral analysis. We then indicate some applications to population dynamics.,http://arxiv.org/abs/nlin/0509048v2
Nonexistence of Chaotic Solutions of Nonlinear Differential Equations,Lun-Shin Yao,2011-04-09T00:14:40Z,"We discuss some important issues arising from computational efforts in dynamical systems and fluid dynamics. Various individuals have misunderstood these issues since the onset of these problem areas; indeed, they have been routinely misinterpreted, and even viewed as ""laws"" by some. This paper hopes to stimulate appropriate corrections and to realign thinking, with the overall goal being sound future progress in dynamical systems and fluid dynamics.",http://arxiv.org/abs/1104.1662v1
Integral Value Transformations: A Class of Discrete Dynamical Systems,"Sk. S. Hassan, A. Roy, P. Pal. Choudhury, B. K. Nayak",2011-07-06T06:16:13Z,"Here the Integral Value Transformations (IVTs) are considered to be Discrete Dynamical System map in the space\mathbb{N}_(0). In this paper, the dynamics of IVTs is deciphered through the light of Topological Dynamics.",http://arxiv.org/abs/1107.1031v1
The Lorenz Renormalization Conjecture,Björn Winckler,2018-05-03T11:13:29Z,The renormalization paradigm for low-dimensional dynamical systems is that of hyperbolic horseshoe dynamics. Does this paradigm survive a transition to more physically relevant systems in higher dimensions? This article addresses this question in the context of Lorenz dynamics which originates in homoclinic bifurcations of flows in three dimensions and higher. A conjecture classifying the dynamics of the Lorenz renormalization operator is stated and supported with numerical evidence.,http://arxiv.org/abs/1805.01226v1
The Dynamical Invariant of Open Quantum System,"S. L. Wu, X. Y. Zhang, X. X. Yi",2015-10-05T06:19:17Z,"The dynamical invariant, whose expectation value is constant, is generalized to open quantum system. The evolution equation of dynamical invariant (the dynamical invariant condition) is presented for Markovian dynamics. Different with the dynamical invariant for the closed quantum system, the evolution of the dynamical invariant for the open quantum system is no longer unitary, and the eigenvalues of it are time-dependent. Since any hermitian operator fulfilling dynamical invariant condition is a dynamical invariant, we propose a sort of special dynamical invariant (decoherence free dynamical invariant) in which a part of eigenvalues are still constant. The dynamical invariant in the subspace spanned by the corresponding eigenstates evolves unitarily. Via the dynamical invariant condition, the results demonstrate that this dynamical invariant exists under the circumstances of emergence of decoherence free subspaces.",http://arxiv.org/abs/1510.01038v2
